timestamp,level,link
2024-07-07 18:53:05.497879,INFO,https://web-cdn.api.bbci.co.uk/xd/content-collection/f7905f4a-3031-4e07-ac0c-ad31eeb6a08e?country=ke&page=0
2024-07-07 18:53:05.522376,INFO,Data saved to 'africa_news.csv'
2024-07-07 18:53:32.720543,INFO,https://web-cdn.api.bbci.co.uk/xd/content-collection/f7905f4a-3031-4e07-ac0c-ad31eeb6a08e?country=ke&page=0
2024-07-07 18:53:32.721542,INFO,https://www.bbc.com/news/articles/cprq92174g5o
2024-07-07 18:53:32.722531,INFO,https://www.bbc.com/news/articles/c880y4yz8yvo
2024-07-07 18:53:32.722531,INFO,https://www.bbc.com/news/articles/cp38v5p6g35o
2024-07-07 18:53:32.723929,INFO,https://www.bbc.com/news/articles/cgl7rm70gv3o
2024-07-07 18:53:32.723929,INFO,https://www.bbc.com/news/articles/ce58y8ngdk5o
2024-07-07 18:53:32.732899,INFO,https://www.bbc.com/news/articles/cv2g14dy4dlo
2024-07-07 18:53:32.732899,INFO,https://www.bbc.com/news/articles/c25l04r4v1ko
2024-07-07 18:53:32.733913,INFO,https://www.bbc.com/news/articles/cpwdx1n49lvo
2024-07-07 18:53:32.733913,INFO,https://www.bbc.com/news/articles/c035lej04g6o
2024-07-07 18:53:32.740120,INFO,Data saved to 'africa_news.csv'
