date,location,title,categories,source_link
2024-04-09,ecuador,Ecuadorians wanted an action man. President Noboa has fulfilled that role — embassy raid included,Political Events,https://apnews.com/article/ecuador-mexico-embassy-raid-crime-noboa-voters-0abd04431a9ac83d561bcfdc4a8557bd
2024-04-08,ecuador,Mexico and Ecuador’s governments had been feuding before police broke into the Mexican Embassy,Political Events,https://apnews.com/article/ecuador-mexico-embassy-raid-glas-noboa-diplomacy-e3065a4f1fd26d713a3da9538acaeecb
2024-04-07,ecuador,International leaders condemn Ecuador after police break into the Mexican Embassy in Quito,Security and Law Enforcement,https://apnews.com/article/ecuador-mexico-glas-noboa-e39b08390c4a2c83c5ae0ac234ddf135
2024-07-08,paraguay,Paraguay fires coach Garnero after winless Copa America,Other,https://apnews.com/article/paraguay-coach-garnero-copa-f110fd3ba831a1068c32c40dd362cbd5
2024-07-08,paraguay,"With Argentina’s president skipping Mercosur, the future of the trade alliance looks doubtful",Political Events,https://apnews.com/article/mercosur-bolivia-argentina-lula-milei-paraguay-economy-9ff9dcd7a794de0b4cbea7d60e050302
2024-07-03,paraguay,Costa Rica eliminated from the Copa America despite beating Paraguay 2-1 in group stage finale,Other,https://apnews.com/article/copa-america-costa-rica-paraguay-817cd42af116518eaaf146bf3a0eed24
2024-03-01,paraguay,AP Week in Pictures: Latin America and Caribbean,Other,https://apnews.com/article/latin-america-top-photos-this-week-118038811ab2f8fbcddfba0f7707b16c
2024-02-23,paraguay,AP Week in Pictures: Latin America and Caribbean,Other,https://apnews.com/article/latin-america-top-photos-this-week-3ac0ce587322bef082521a354fc8ece5
2024-06-27,paraguay,Paraguay President affirms Taiwan support,Political Events,https://apnews.com/video/taiwan-paraguay-taiwan-government-spain-government-corruption-3c06ad4f87ac43c58416cd63b6d16dc2
2024-06-27,paraguay,Easy election win for Paraguay’s long-ruling party,Political Events,https://apnews.com/video/politics-colorado-paraguay-covid-19-pandemic-71cf5456d0f54891ba4a004eb5f82400
2024-06-27,paraguay,Two-horse race hours out from Paraguay election,Political Events,https://apnews.com/video/politics-paraguay-colorado-taiwan-government-34ff2ef183884816bbbb7920984b1722
2023-12-05,paraguay,Paraguay rounds up ex-military leaders in arms smuggling sting carried out with Brazil,Security and Law Enforcement,https://apnews.com/article/brazil-paraguay-weapons-gangs-54e672cca22ea92eebe116541ac10f05
2023-11-30,paraguay,Paraguay official resigns after signing agreement with fictional country,Political Events,https://apnews.com/article/kailasa-paraguay-india-hindu-chamorro-bec1acb8178cfe645392f0f1aae75a58
2023-08-20,paraguay,Chinese military launches drills around Taiwan as a ‘warning’ after a top island official went to US,Security and Law Enforcement,https://apnews.com/article/china-taiwan-military-drills-william-lai-stopover-071388b22ab2bba8fa5293697541e880
2023-08-15,paraguay,New Paraguay president stresses South American country’s ties with Taiwan at swearing-in ceremony,Political Events,https://apnews.com/article/paraguay-taiwan-pena-lai-f9ee99e365bff96d6efe543bb4bd1db0
2023-08-12,paraguay,Taiwan’s vice president leaves on Paraguay trip amid Chinese efforts to isolate the island,Political Events,https://apnews.com/article/taiwan-paraguay-china-william-lai-7b3d148682afde782f5bd9351fa8054d
2023-07-18,paraguay,China criticizes the upcoming US visit of Taiwan’s presidential front-runner,Political Events,https://apnews.com/article/china-taiwan-lai-us-42c8ea7eeee2a9c664fabffaa4267068
2023-07-12,paraguay,Paraguay’s president-elect recommits to ties as Taiwan’s last ally in South America,Political Events,https://apnews.com/article/taiwan-paraguay-pena-tsai-china-2a20c194f6ccf8deb9831a3143b5d685
2023-07-12,paraguay,Paraguay’s president-elect begins Taiwan visit that’s meant to foster closer ties,Political Events,https://apnews.com/article/taiwan-paraguay-pena-tsai-china-7816c32c70c6b103d24f82146c92a7d1
2023-06-21,paraguay,"German arrested trying to enter US Embassy in Paraguay, guns found in vehicle",Political Events,https://apnews.com/article/paraguay-us-embassy-german-guns-cc060ca4c10150e2b51e2138c65a711f
2023-05-06,paraguay,Paraguay far-right populist presidential candidate arrested,Political Events,https://apnews.com/article/cubas-paraguayo-paraguay-crusade-a7e4db52d27fc14355571a0abcc0dd96
2023-05-03,paraguay,Paraguay: Populist candidate fires up protesters after vote,Political Events,https://apnews.com/article/cubas-paraguay-election-pena-alegre-fraud-37c5a7b7e40037ff9dae0af1568fe55f
2023-05-01,paraguay,Paraguay: Ex-president’s influence in question after victory,Political Events,https://apnews.com/article/paraguay-president-elections-pena-cartes-asuncion-ecab6ccf4fa342bb23a16cd0e477b4dd
2023-05-01,paraguay,Paraguay’s long-ruling Colorado Party has easy election win,Political Events,https://apnews.com/article/paraguay-elections-president-pena-alegre-cartes-f72f69b64daa78d19261128222725a72
2023-05-01,paraguay,Paraguay’s long-ruling party romps to presidential victory,Political Events,https://apnews.com/article/paraguay-elections-opposition-bee01eb77be7440b78bade8d18dd0003
2023-04-28,paraguay,Coalition challenges Paraguay’s long-ruling Colorado Party,Culture and Society,https://apnews.com/article/paraguay-election-colorado-party-opposition-17c58b9e311fa4d643dd486ec0e34598
2023-03-23,paraguay,Paraguay launches corruption probe of former president,Political Events,https://apnews.com/article/paraguay-corruption-president-cartes-velazquez-melgarejo-bogarin-3a829c2110e4cf2c1b8df37dc03016cd
2023-02-16,paraguay,Paraguay leader praises Taiwan as ‘lighthouse of democracy’,International Relations and Diplomacy,https://apnews.com/article/taiwan-politics-government-mario-abdo-benitez-tsai-ing-wen-fc43d7be61378e155278c766debfbdc7
2023-01-26,paraguay,"U.S. sanctions Paraguay VP, former president for corruption",Political Events,https://apnews.com/article/politics-us-department-of-the-treasury-united-states-government-caribbean-paraguay-10802677cf03519ed1a76888baf064cb
2022-12-07,paraguay,Tensions over trade deals exposed at Mercosur summit,Political Events,https://apnews.com/article/china-caribbean-global-trade-brazil-business-893c82f0f11c179c77c999ded4c835d7
2022-11-11,paraguay,South American nations gather for joint 2030 World Cup bid,Other,https://apnews.com/article/world-cup-soccer-sports-south-america-chile-a19800406fb1c7e8bb1a13ca33fdb1c3
2022-11-11,paraguay,Soccer-inspired art show heads to World Cup in Qatar,Culture and Society,https://apnews.com/article/world-cup-entertainment-sports-soccer-cf7ef37b4b9910a41d74c7d59da2fbf4
2022-09-07,paraguay,Paraguay seeks clues in slaying of journalist in border city,Other,https://apnews.com/article/caribbean-journalists-argentina-paraguay-c657a66f870c006715f119778ffa8075
2022-08-18,paraguay,"Paraguay vice president backtracks, says he won’t resign",Political Events,https://apnews.com/article/caribbean-paraguay-e918d6d4d094ef952d99f054d65ab2f1
2022-08-12,paraguay,Paraguay vice president to quit after US alleges corruption,Political Events,https://apnews.com/article/caribbean-antony-blinken-paraguay-a737d3f413b891805c9a36bc5e04ebdc
2022-08-10,paraguay,Paraguay: Former president Lugo in induced coma after stroke,Political Events,https://apnews.com/article/caribbean-paraguay-fernando-lugo-ac00af8a1d7ec28262744cf511540fc5
2022-08-02,paraguay,4 South American nations launch joint bid for 2030 World Cup,Other,https://apnews.com/article/sports-soccer-international-south-america-chile-72e737203f8d8842107a4445bf388b96
2022-08-01,paraguay,"Paraguay senator drowning appears accidental, officials say",Other,https://apnews.com/article/caribbean-accidents-argentina-drownings-paraguay-42d4f22573c2d0f1a60769c2199ba888
2022-07-22,paraguay,US places former Paraguayan president on corruption list,Political Events,https://apnews.com/article/crime-money-laundering-antony-blinken-paraguay-a930826e2b9975cc21d1ad4f8d383cee
2022-07-03,paraguay,"Cubas scores in 89th, Whitecaps beat Los Angeles FC 1-0",Other,https://apnews.com/article/soccer-sports-vancouver-canada-381c27d131e674174c5793b46203bdd8
2022-06-25,paraguay,Clash with police leaves 1 Indigenous person dead in Brazil,Security and Law Enforcement,https://apnews.com/article/politics-caribbean-state-governments-brazil-bca70a7b845a841fc135e4d756509706
08-07-2024,Argentina,Beef consumption in Argentina falls to lowest in a century,Other,https://www.batimes.com.ar/news/economy/beef-consumption-in-argentina-falls-to-lowest-in-a-century.phtml
08-07-2024,Argentina,Lacalle Pou criticises Milei’s decision to skip Mercosur summit,Political Events,https://www.batimes.com.ar/news/latin-america/we-should-all-be-here-lacalle-pou-criticises-mileis-mercosur-summit-absence.phtml
08-07-2024,Argentina,Milei’s shock therapy sends demand for beef to 110-year low,Other,https://www.batimes.com.ar/news/economy/mileis-shock-therapy-sends-demand-for-beef-to-110-year-low-in-argentina.phtml
08-07-2024,Argentina,"Milei's key reforms, 'Ley de Bases' and fiscal package, become law",Other,https://www.batimes.com.ar/news/argentina/mileis-key-reforms-ley-de-bases-and-fiscal-package-become-law-in-argentina.phtml
08-07-2024,Argentina,Mondino tells Mercosur peers that bloc needs ‘adrenaline shock’,Other,https://www.batimes.com.ar/news/latin-america/mondino-tells-mercosur-ministers-that-bloc-needs-adrenaline-shock.phtml
08-07-2024,Argentina,Milei walks fine line as he slams 'judicial persecution' of Bolsonaro,Other,https://www.batimes.com.ar/news/latin-america/milei-walks-fine-line-as-he-denounces-judicial-persecution-of-bolsonaro.phtml
08-07-2024,Argentina,Milei backs Bolsonaro without attacking Lula in Brazil visit,International Relations and Diplomacy,https://www.batimes.com.ar/news/latin-america/milei-backs-bolsonaro-without-attacking-lula-in-brazil-visit.phtml
08-07-2024,Argentina,Copa América crunch-time for surviving quartet,Culture and Society,https://www.batimes.com.ar/news/sports/copa-america-crunch-time-for-surviving-quartet.phtml
07-07-2024,Argentina,Milei takes his far-right roadshow to Lula’s backyard in Brazil,Other,https://www.batimes.com.ar/news/latin-america/milei-takes-his-far-right-roadshow-to-lulas-backyard-in-brazil.phtml
06-07-2024,Argentina,Milei under pressure for the first time,Other,https://www.batimes.com.ar/news/opinion-and-analysis/milei-under-pressure-for-the-first-time.phtml
06-07-2024,Argentina,Milei lines up midnight ‘Pacto de Mayo’ signing,Other,https://www.batimes.com.ar/news/argentina/milei-lines-up-midnight-pacto-de-mayo-signing.phtml
06-07-2024,Argentina,Milei now needs to fly domestic,Other,https://www.batimes.com.ar/news/opinion-and-analysis/milei-now-needs-to-fly-domestic.phtml
06-07-2024,Argentina,Are youth votes wasted on the young?,Other,https://www.batimes.com.ar/news/op-ed/are-youth-votes-wasted-on-the-young.phtml
06-07-2024,Argentina,US Embassy marks Independence Day with Palacio Bosch party,International Relations and Diplomacy,https://www.batimes.com.ar/news/world/us-embassy-marks-independence-day-with-palacio-bosch-party.phtml
06-07-2024,Argentina,Chef Máximo Togni’s new restaurant is straight from the heart,Culture and Society,https://www.batimes.com.ar/news/culture/chef-maximo-tognis-new-restaurant-eveilia-is-straight-from-the-heart.phtml
05-07-2024,Argentina,Stories that caught our eye: June 28 to July 5,Other,https://www.batimes.com.ar/news/argentina/stories-that-caught-our-eye-june-28-to-july-5.phtml
05-07-2024,Argentina,La Libertad Avanza wants lower voting age in time for 2025 midterms,Other,https://www.batimes.com.ar/news/opinion-and-analysis/la-libertad-avanza-eyes-lower-voting-age-for-2025-midterms.phtml
05-07-2024,Argentina,Sturzenegger appointed ‘deregulation and state transformation’ minister,Political Events,https://www.batimes.com.ar/news/argentina/sturzenegger-officially-joins-government-minister-of-de-regulation-and-state-transformation.phtml
05-07-2024,Argentina,Tussle for Peronist protagonism clashes with calls for unity,Other,https://www.batimes.com.ar/news/opinion-and-analysis/cfk-massa-kicillof-tussle-for-peronist-protagonism-clashes-with-calls-for-unity.phtml
05-07-2024,Argentina,Milei taps former Central Bank chief to deregulate Argentina,Other,https://www.batimes.com.ar/news/economy/milei-taps-former-central-bank-chief-federico-sturzenegger-to-deregulate-argentina.phtml
05-07-2024,Argentina,Milei chooses bath of conservative affection and rebuffs Mercosur,Other,https://www.batimes.com.ar/news/argentina/milei-chooses-bath-of-conservative-affection-and-rebuffs-mercosur.phtml
05-07-2024,Argentina,"'Dibu' Martínez, the shoot-out 'animal,' roars again for Argentina",Culture and Society,https://www.batimes.com.ar/news/sports/dibu-martinez-the-shoot-out-animal-roars-again-for-argentina.phtml
05-07-2024,Argentina,Corrientes: the province of lost children,Other,https://www.batimes.com.ar/news/argentina/corrientes-the-lost-boys-province.phtml
05-07-2024,Argentina,'Dibu' Martínez recreates penalty heroics for Argentina against Ecuador,Culture and Society,https://www.batimes.com.ar/news/sports/dibu-martinez-recreates-penalty-heroics-for-argentina-against-ecuador.phtml
04-07-2024,Argentina,Armed man arrested at Milei rally in San Juan,Political Events,https://www.batimes.com.ar/news/argentina/armed-man-arrested-at-milei-rally-in-san-juan.phtml
04-07-2024,Argentina,Quilmes university makes 'super soup' to highlight need for food aid,Other,https://www.batimes.com.ar/news/argentina/argentine-university-makes-super-soup-in-response-to-the-crisis-and-shortages-in-soup-kitchens.phtml
04-07-2024,Argentina,Arce: Milei’s remarks on coup attempt does not help relations,Political Events,https://www.batimes.com.ar/news/latin-america/milei-is-conflictive-and-does-not-help-the-good-neighbourhood-says-bolivian-president.phtml
04-07-2024,Argentina,CFK attempted murder trial: Carrizo says he 'would never kill',Other,https://www.batimes.com.ar/news/argentina/cfk-attempted-murder-trial-nicolas-carrizo-says-he-would-never-kill-a-person.phtml
04-07-2024,Argentina,Bolivia’s Luis Arce denies ‘staged’ coup claims in interview,Other,https://www.batimes.com.ar/news/latin-america/bolivian-president-defends-himself-from-doubts-by-milei-and-morales-given-the-failed.phtml
04-07-2024,Argentina,Social indicators cast doubt over Milei's 'catastrophe' averted claim,Culture and Society,https://www.batimes.com.ar/news/economy/numbers-of-the-catastrophe-the-economy-in-5-social-indicators.phtml
04-07-2024,Argentina,Contepomi names new-look Argentina for first France Test,Other,https://www.batimes.com.ar/news/sports/contepomi-names-new-look-argentina-for-first-france-test.phtml
04-07-2024,Argentina,Brazil 'regrets' Milei's absence at upcoming Mercosur summit,Political Events,https://www.batimes.com.ar/news/latin-america/brazil-regrets-mileis-absence-at-upcoming-mercosur-summit.phtml
03-07-2024,Argentina,New lithium plant inaugurated in Salta Province,Other,https://www.batimes.com.ar/news/economy/new-lithium-plant-inaugurated-in-salta-province.phtml
03-07-2024,Argentina,Argentina set sights on semis as Copa América knockout stage begins,Other,https://www.batimes.com.ar/news/sports/argentina-set-sights-on-semis-as-copa-america-knockout-stage-begins.phtml
03-07-2024,Argentina,"After triumph in Congress, Milei faces challenge of governing",Political Events,https://www.batimes.com.ar/news/argentina/after-triumph-in-congress-milei-now-faces-challenge-of-governing.phtml
03-07-2024,Argentina,Exclusive hotel at Iguazú Falls selected as the best in Argentina,Other,https://www.batimes.com.ar/news/argentina/exclusive-hotel-with-a-view-to-the-iguacu-falls-chosen-as-the-best-in-argentina.phtml
03-07-2024,Argentina,Four World Cup winners in Argentina's football team for Olympics,Sports,https://www.batimes.com.ar/news/sports/four-world-cup-winners-in-argentinas-football-team-for-olympic-games.phtml
02-07-2024,Argentina,Milei government prepares legislative agenda for 'second stage',Political Events,https://www.batimes.com.ar/news/argentina/governments-legislative-agenda-for-second-semester-electoral-reform-criminal-liability-age-and-supreme-court.phtml
02-07-2024,Argentina,La Rioja Province puts its own ‘quasi-currency’ in circulation,Other,https://www.batimes.com.ar/news/economy/argentine-province-puts-quasi-currency-in-circulation.phtml
02-07-2024,Argentina,Argentina poised for first China corn cargoes in 15 years,International Relations and Diplomacy,https://www.batimes.com.ar/news/economy/argentina-poised-for-first-china-corn-cargoes-in-15-years.phtml
02-07-2024,Argentina,"Milei defends Bolivia, Brazil views in ‘dinosaur’ rant",Other,https://www.batimes.com.ar/news/latin-america/milei-calls-lula-an-idiot-dinosaur-ahead-of-brazil-visit.phtml
02-07-2024,Argentina,President Milei proves boon and curse for Argentine bank stocks,Political Events,https://www.batimes.com.ar/news/economy/president-milei-proves-boon-and-curse-for-argentine-bank-stocks.phtml
01-07-2024,Argentina,Télam state news agency now 'advertising and state propaganda agency',Other,https://www.batimes.com.ar/news/argentina/government-makes-telam-an-advertising-and-state-propaganda-agency.phtml
01-07-2024,Argentina,Bolivia recalls ambassador to Argentina after Milei denies failed coup,Political Events,https://www.batimes.com.ar/news/latin-america/bolivia-recalls-ambassador-to-argentina-after-milei-denies-failed-coup.phtml
01-07-2024,Argentina,Argentina officials move to shore up bank support for debt plan,Other,https://www.batimes.com.ar/news/economy/argentina-officials-move-to-shore-up-bank-support-for-debt-plan.phtml
01-07-2024,Argentina,Justice Ministry says 85% of workers at ex-Women's Ministry 'dismissed',Other,https://www.batimes.com.ar/news/argentina/government-fires-85-percent-of-the-former-ministry-of-womens-workers.phtml
01-07-2024,Argentina,Milei picks pro-Bolsonaro rally over Lula for first Brazil trip,International Relations and Diplomacy,https://www.batimes.com.ar/news/latin-america/milei-picks-pro-bolsonaro-rally-over-lula-for-first-brazil-trip.phtml
01-07-2024,Argentina,"Argentina reverses Bolivia stance, saying coup attempt was faked",Political Events,https://www.batimes.com.ar/news/latin-america/argentina-reverses-bolivia-stance-saying-coup-attempt-was-faked.phtml
01-07-2024,Argentina,Milei shuns Mercosur summit and awkward meet with Lula,Political Events,https://www.batimes.com.ar/news/latin-america/milei-shuns-mercosur-summit-and-awkward-meet-with-lula.phtml
01-07-2024,Argentina,Milei says he would slow crawling peg if inflation cools further,Economy and Trade,https://www.batimes.com.ar/news/economy/milei-says-he-would-slow-crawling-peg-if-inflation-cools-further.phtml
30-06-2024,Argentina,Abuelas de Plaza de Mayo warns of move to shutter investigative unit,Other,https://www.batimes.com.ar/news/argentina/grandmothers-of-plaza-de-mayo-denounces-governments-plans-to-dispose-of-body-looking-for-missing-grandchildren.phtml
30-06-2024,Argentina,Government begins push to lower age of criminal responsibility,Political Events,https://www.batimes.com.ar/news/argentina/bullrich-and-cuneo-libarona-to-submit-bill-to-lower-criminal-liability-age-to-13.phtml
30-06-2024,Argentina,"No Messi, no problem as Argentina down Peru",Other,https://www.batimes.com.ar/news/sports/no-messi-no-problem-as-argentina-down-peru.phtml
30-06-2024,Argentina,Argentina is about to unleash a wave of lithium in a global glut,Other,https://www.batimes.com.ar/news/economy/argentina-is-about-to-unleash-a-wave-of-lithium-in-a-global-glut.phtml
29-06-2024,Argentina,Milei shifts policy in second phase of Argentina plan,Political Events,https://www.batimes.com.ar/news/economy/milei-shifts-policy-in-second-phase-of-argentina-plan.phtml
29-06-2024,Argentina,Aunt of missing five-year-old child Loan testifies he was ‘run over’,Other,https://www.batimes.com.ar/news/argentina/aunt-of-missing-five-year-old-child-loan-testifies-he-was-run-over.phtml
29-06-2024,Argentina,Economy extended downturn in April amid Milei’s cuts,Economy and Trade,https://www.batimes.com.ar/news/economy/argentinas-economy-extended-downturn-in-april-amid-mileis-cuts.phtml
29-06-2024,Argentina,From attempted murder to an attempted coup,Other,https://www.batimes.com.ar/news/opinion-and-analysis/from-the-attempted-murder-of-cristina-fernandez-de-kirchner-to-an-attempted-coup-in-bolivia.phtml
29-06-2024,Argentina,Liberland: the micronation building bridges with Javier Milei,Other,https://www.batimes.com.ar/news/world/liberland-the-libertarian-micronation-building-bridges-with-javier-milei.phtml
29-06-2024,Argentina,Work in regress?,Other,https://www.batimes.com.ar/news/opinion-and-analysis/work-in-regress.phtml
29-06-2024,Argentina,Milei slashes budget for legal centres in favour of prison spending,Other,https://www.batimes.com.ar/news/argentina/milei-slashes-budget-for-state-legal-centres-in-favour-of-spending-on-prisons.phtml
29-06-2024,Argentina,When Loan is a national debt,Other,https://www.batimes.com.ar/news/op-ed/when-loan-is-a-national-debt.phtml
29-06-2024,Argentina,"Milei, Messi, and how to be the best in the world",Other,https://www.batimes.com.ar/news/opinion-and-analysis/milei-messi-and-how-to-be-the-best-in-the-world.phtml
28-06-2024,Argentina,"Monetary shift, Sturzenegger in – Milei talks up new stage",Other,https://www.batimes.com.ar/news/argentina/milei-anticipates-new-stage-in-his-government-the-change-of-monetary-regime-is-coming.phtml
28-06-2024,Argentina,"Dog owners consider spending US$50,000 on cloning, inspired by Milei",Other,https://www.batimes.com.ar/news/economy/dog-owners-consider-spending-us50000-on-cloning-inspired-by-milei.phtml
28-06-2024,Argentina,President Milei hails ‘historic’ approval of his economic reform package,Political Events,https://www.batimes.com.ar/news/argentina/president-milei-hails-historic-approval-of-his-economic-reform-package.phtml
28-06-2024,Argentina,Milei refuses to apologise to Lula and his ‘inflamed ego’,Other,https://www.batimes.com.ar/news/latin-america/milei-refuses-to-apologise-to-lula-and-his-inflamed-ego.phtml
28-06-2024,Argentina,Milei says legislative win paves way for monetary policy pivot,Political Events,https://www.batimes.com.ar/news/economy/milei-says-legislative-win-paves-way-for-monetary-policy-pivot.phtml
28-06-2024,Argentina,Milei celebrates as Congress signs off on ‘Ley de Bases’ reform package,Political Events,https://www.batimes.com.ar/news/argentina/milei-celebrates-as-congress-signs-off-on-ley-de-bases-reform-package.phtml
28-06-2024,Argentina,Milei wins approval for bold economic reforms in Argentina,Economy and Trade,https://www.batimes.com.ar/news/argentina/milei-wins-approval-for-bold-economic-reforms-in-argentina.phtml
08/07/2024,brazil,"Mercosur: Lula criticizes “old-fashioned, isolationist nationalism”",Culture and Society,/en/internacional/noticia/2024-07/mercosur-lula-criticizes-old-fashioned-isolationist-nationalism
08/07/2024,brazil,Rio's favelas host social debate forum focused on G20,Culture and Society,/en/geral/noticia/2024-07/rios-favelas-host-social-debate-forum-focused-g20
08/07/2024,brazil,"President Lula attends Mercosur Summit in Asunción, Paraguay",Political Events,/en/internacional/noticia/2024-07/president-lula-attends-mercosur-summit-asuncion-paraguay
08/07/2024,brazil,Lula: Progressive alliance in France serves as inspiration,International Relations and Diplomacy,/en/internacional/noticia/2024-07/lula-progressive-alliance-france-serves-inspiration
07/07/2024,brazil,Rio museum showcases career of woodcutting artist J.Borges,Culture and Society,/en/geral/noticia/2024-07/rio-museum-showcases-career-woodcutting-artist-jborges
06/07/2024,brazil,Brazil to have definitive repository for nuclear waste by 2029,Other,/en/geral/noticia/2024-07/brazil-have-definitive-repository-nuclear-waste-2029
06/07/2024,brazil,Severe drought warning issued for Amazon also this year,Other,/en/geral/noticia/2024-07/severe-drought-warning-issued-amazon-also-year
05/07/2024,brazil,Imports of electric vehicles reduce Brazil’s balance of trade,Economy and Trade,/en/economia/noticia/2024-07/imports-electric-vehicles-reduce-brazils-balance-trade
05/07/2024,brazil,Brazil to have advanced pathogen research laboratory,Health and Science,/en/saude/noticia/2024-07/brazil-have-advanced-pathogen-research-laboratory
05/07/2024,brazil,Bolivia’s entry as full member should set the tone at Mercosur summit,Political Events,/en/internacional/noticia/2024-07/bolivias-entry-full-member-should-set-tone-mercosur-summit
04/07/2024,brazil,Brazil pays BRL 847 mi to international bodies in first half of year,International Relations and Diplomacy,/en/internacional/noticia/2024-07/brazil-pays-brl-847-mi-international-bodies-first-half-year
04/07/2024,brazil,Harvest Plan for large rural producers totals BRL 400 bi in 2024,Other,/en/economia/noticia/2024-07/harvest-plan-large-rural-producers-totals-brl-400-bi-2024
04/07/2024,brazil,Family Farming to receive BRL 76 bi for food production,Other,/en/economia/noticia/2024-07/family-farming-receive-brl-76-bi-food-production
03/07/2024,brazil,Brazil’s industrial production drops 0.9% in May,Other,/en/economia/noticia/2024-07/brazils-industrial-production-drops-09-may
2024-06-20,Colombia,"Entire nation goes dark, sparks total chaos",Other,https://www.news.com.au/world/south-america/chaos-as-ecuador-experiences-nationwide-power-outage/news-story/640dfdd6fd6eaf73a6eb10273d827719
2024-06-14,Argentina,Nation burns as President stokes chaos,Political Events,https://www.news.com.au/finance/economy/world-economy/tried-to-perpetrate-a-coup-dtat-argentina-erupts-into-chaotic-riots-as-farright-president-javier-milei-pushed-controversial-agenda/news-story/96da74976c7446d59b8c423e12f6dd9c
2024-06-13,Brazil,Major twist after tribe ‘addicted to porn’,Other,https://www.news.com.au/technology/online/internet/fake-news-amazon-tribe-slams-reports-starlink-connection-brought-porn-social-media-addiction/news-story/6562077bb8e2300bab49066a97d97980
2024-06-05,Brazil,"Remote tribe gets internet, hooked on porn",Technology,https://www.news.com.au/technology/online/internet/remote-amazon-tribe-finally-connects-to-internet-only-to-wind-up-hooked-on-porn-social-media/news-story/6abfea69d9dd7e49541ef46eb61558c4
2024-05-17,Ecuador,‘Mentally ill’: Nation’s controversial trans call,Other,https://www.news.com.au/world/south-america/peru-controversially-classifies-transgender-nonbinary-and-intersex-people-as-mentally-ill/news-story/244b48c3647c0982aa520159b8adf449
2024-05-09,Brazil,"100 dead, many missing in flood disaster",Other,https://www.news.com.au/travel/travel-updates/warnings/warning-for-aussies-as-southern-brazil-ravaged-by-deadly-floods/news-story/ae7ba318c132127541057f4e36c8a092
2024-05-08,South America,Mum of slain brothers’ devastating statement,Other,https://www.news.com.au/travel/parents-of-australian-brothers-killed-in-mexico-break-silence/news-story/a4955cf215382011897f19955138d00c
2024-04-27,Argentina,"Lawyer, 60, hoping to be oldest Miss Universe",Other,https://www.news.com.au/lifestyle/beauty/ageless-lawyer-hoping-to-become-oldest-miss-universe-contestant-at-60/news-story/9c0df8d0e91d215e85ccac51cdd39d09
2024-04-19,Brazil,Woman wheels corpse into bank for loan,Other,https://www.news.com.au/finance/business/banking/shocking-new-footage-of-woman-wheeling-dead-uncle-into-bank-to-take-out-loan/news-story/b8a67ab80fdaa222a1e69c62fdfe6534
2024-04-03,Colombia,‘State of terror’: Nation rocked by massacres,Other,https://www.news.com.au/world/south-america/ecuador-in-state-of-terror-after-horrific-easter-massacre/news-story/aa9df061d296310cf0b005af423b3f50
2024-02-17,Brazil,‘I’m done’: mum’s texts to ex before murder,Other,https://www.news.com.au/national/nsw-act/courts-law/jealous-man-learns-fate-for-vicious-murder-of-his-exgirlfriend/news-story/20f24f8fa6b8e9ed3168dbb56c5649b5
2024-02-14,Colombia,Chilling beach photos as nation reels,Other,https://www.news.com.au/world/chilling-photos-show-revellers-in-ecuador-being-watched-by-soldiers-as-crackdown-on-gangs-continues/news-story/2e5f270439da39edf64c4a88b1d7a459
2024-01-31,Brazil,Influencer found dead outside parents’ home,Other,https://www.news.com.au/technology/online/social/husband-confesses-after-bodybuilder-wife-found-dead-outside-parents-home/news-story/81605406f597a36944cd28c153fe881d
2024-01-13,Ecuador,President’s glamorous life as nation implodes,Political Events,https://www.news.com.au/world/south-america/ecuador-degenerates-into-full-scale-civil-war-with-tv-station-seized-university-attacked-and-jail-guards-executed/news-story/f22a6cec625ffa570fc2334c0bbcf389
2024-01-11,Colombia,"Soldiers deployed, nation on the brink",Other,https://www.news.com.au/world/south-america/100-prison-guards-held-hostage-in-ecuador-amid-gang-war/news-story/b065a836d4cb373c40fdfe9ab6de664c
2024-01-10,Colombia,Horror as gunmen storm live TV broadcast,Other,https://www.news.com.au/world/south-america/gunshots-on-live-tv-as-ecuador-gangsters-vow-war/news-story/7a553d5e81f64be90aacb74b9a5a1302
2024-01-10,Peru,Star sex worker dies aged 24,Other,https://www.news.com.au/entertainment/celebrity-life/celebrity-deaths/star-sex-worker-thaina-fields-dies-aged-24/news-story/483abed69c22911deae7f7a5c0e4c58f
2024-01-01,South America,Renowned Aussie political activist Pilger dies,Political Events,https://www.news.com.au/national/nsw-act/news/radical-leftwing-political-journalist-john-pilger-dies-in-london-aged-84/news-story/d3719769635e0bcee873da7fb5b3ccda
2023-12-22,South America,Mum accidentally films deadly attack,Culture and Society,https://www.news.com.au/technology/science/animals/video-accidentally-captures-deadly-shark-attack-on-mexico-vacation/news-story/46aa874e74199d6d866e328432e62bc6
2023-12-16,Colombia,"US comedian kidnapped, killed in Colombia",Other,https://www.news.com.au/travel/travel-updates/incidents/us-comedian-kidnapped-murdered-in-colombia-knew-woman-who-lured-him-to-his-death-brother-says/news-story/0a2e187f419f02890b7eab53b24d9a62
2023-11-26,Peru,Inside Peru bus survivors’ return ‘ordeal’,Other,https://www.news.com.au/travel/travel-updates/incidents/such-an-ordeal-aussie-survivors-of-horrific-bus-crash-in-remote-peru-jungle-touch-down-on-home-soil/news-story/543aef765528b9e4812b3bd43e048895
